dcdplugin) detected standard 32-bit DCD file of native endianness
dcdplugin) CHARMM format DCD file (also NAMD 2.1 and later)
main) file: namdOut.dcd
  4257 atoms, 20 frames, size:    1.0MB
atom 2009 [ 2.716260, 8.482371, -20.007296 ]
atom 2010 [ -8.423723, 12.083679, -20.512508 ]
atom 2011 [ -7.843559, 11.643291, -21.197685 ]
atom 2012 [ -9.153273, 12.591775, -20.970324 ]
atom 2013 [ 6.987743, -3.624720, 41.458717 ]
atom 2014 [ 6.193010, -3.342921, 41.996296 ]
atom 2015 [ 7.774878, -3.742620, 42.064129 ]
atom 2016 [ 5.036958, -0.366685, -37.555923 ]
atom 2017 [ 5.853880, -0.039502, -37.080963 ]
atom 2018 [ 4.286249, -0.460410, -36.901974 ]
atom 2019 [ 0.869361, 4.682199, -19.805103 ]
atom 2020 [ 1.066106, 3.702573, -19.845411 ]
atom 2021 [ 1.261506, 5.066839, -18.969477 ]
atom 2022 [ -6.246595, -6.986429, -23.457603 ]
atom 2023 [ -5.317098, -7.325690, -23.602295 ]
atom 2024 [ -6.760664, -7.646136, -22.909407 ]
atom 2025 [ 1.906229, 14.240003, -25.580421 ]
atom 2026 [ 2.403355, 14.632257, -26.354372 ]
atom 2027 [ 2.553661, 13.806605, -24.953526 ]
atom 2028 [ 10.309202, -3.036787, -37.164768 ]
atom 2029 [ 10.551773, -3.130905, -38.130325 ]
atom 2030 [ 10.688265, -3.805361, -36.649395 ]
atom 2031 [ -8.902541, -2.478914, -15.120927 ]
atom 2032 [ -9.152012, -3.046743, -15.905358 ]
atom 2033 [ -9.728194, -2.225429, -14.616901 ]
atom 2034 [ -1.355385, -10.498357, -19.271757 ]
atom 2035 [ -1.403597, -9.560420, -18.928318 ]
atom 2036 [ -1.773603, -11.118329, -18.607883 ]
atom 2037 [ -9.682093, -8.664179, -34.466770 ]
atom 2038 [ -9.180416, -7.799124, -34.466393 ]
atom 2039 [ -10.472858, -8.590652, -35.074455 ]
atom 2040 [ 0.937554, 1.183765, -33.901958 ]
atom 2041 [ 1.873112, 0.848416, -33.791168 ]
atom 2042 [ 0.833725, 1.587851, -34.810768 ]
atom 2043 [ 0.328133, -4.065487, 36.968212 ]
atom 2044 [ 0.858744, -4.246326, 36.140114 ]
atom 2045 [ 0.475253, -3.119930, 37.258518 ]
atom 2046 [ -14.388129, 12.090386, -24.049166 ]
atom 2047 [ -14.010829, 12.999931, -24.223440 ]
atom 2048 [ -15.329694, 12.050404, -24.383617 ]
atom 2049 [ -11.396488, 6.967500, -17.841726 ]
atom 2050 [ -10.980282, 7.350822, -17.017204 ]
atom 2051 [ -10.739367, 7.003903, -18.594631 ]
atom 2052 [ 11.254945, 4.061305, 41.740864 ]
atom 2053 [ 12.063742, 3.564376, 41.426365 ]
atom 2054 [ 10.639024, 4.218226, 40.968842 ]
atom 2055 [ -9.736331, -7.960515, -23.076771 ]
atom 2056 [ -8.986445, -8.465916, -22.649874 ]
atom 2057 [ -10.413926, -8.605232, -23.430614 ]
atom 2058 [ -0.064056, -8.859923, -14.170244 ]
atom 2059 [ 0.794019, -9.296745, -13.900254 ]
atom 2060 [ -0.374050, -8.253304, -13.438181 ]
atom 2061 [ -10.411888, -9.629461, -40.053024 ]
atom 2062 [ -9.710827, -9.685311, -40.763935 ]
atom 2063 [ -10.381643, -8.726063, -39.625290 ]
atom 2064 [ -11.341420, 14.077279, -18.218161 ]
atom 2065 [ -12.034644, 14.547609, -18.764265 ]
atom 2066 [ -10.913011, 14.727961, -17.591202 ]
atom 2067 [ -13.777843, 3.254648, -19.001732 ]
atom 2068 [ -13.251118, 3.277559, -19.851460 ]
atom 2069 [ -14.618687, 3.783639, -19.116405 ]
atom 2070 [ 4.285876, -4.291799, -9.543721 ]
atom 2071 [ 3.534509, -3.857318, -10.040386 ]
atom 2072 [ 3.961149, -5.138305, -9.121845 ]
atom 2073 [ 0.015460, 12.587889, 37.549873 ]
atom 2074 [ 0.415087, 12.826801, 38.434872 ]
atom 2075 [ -0.696721, 11.898247, 37.680992 ]
atom 2076 [ 3.894434, -0.286211, -11.620531 ]
atom 2077 [ 4.654257, -0.219285, -10.973855 ]
atom 2078 [ 4.196099, -0.773514, -12.440002 ]
atom 2079 [ -14.059064, 5.449721, -24.101061 ]
atom 2080 [ -14.931347, 5.896554, -24.299715 ]
atom 2081 [ -13.316930, 5.958507, -24.537378 ]
atom 2082 [ -2.822085, 4.067504, -17.069967 ]
atom 2083 [ -2.476130, 3.465243, -17.789410 ]
atom 2084 [ -3.097990, 4.941174, -17.470688 ]
atom 2085 [ 2.920175, -14.445177, -21.855648 ]
atom 2086 [ 3.450526, -13.926962, -22.526602 ]
atom 2087 [ 2.976482, -13.993316, -20.965338 ]
atom 2088 [ 3.226484, 1.855973, -40.993176 ]
atom 2089 [ 3.965804, 1.620362, -41.623962 ]
atom 2090 [ 2.705532, 2.625416, -41.362724 ]
atom 2091 [ -2.879533, 9.116994, -22.616516 ]
atom 2092 [ -3.596952, 8.499901, -22.939791 ]
atom 2093 [ -2.324029, 9.417504, -23.391829 ]
atom 2094 [ 6.364097, -2.726051, -9.353125 ]
atom 2095 [ 5.891764, -3.587342, -9.540417 ]
atom 2096 [ 7.181821, -2.663058, -9.925278 ]
atom 2097 [ -1.245768, 0.548784, 37.418236 ]
atom 2098 [ -1.238165, 1.378067, 37.977013 ]
atom 2099 [ -0.315189, 0.191214, 37.339703 ]
atom 2100 [ -13.119514, -11.297539, -9.415120 ]
atom 2101 [ -14.018583, -10.996951, -9.096807 ]
atom 2102 [ -12.866016, -10.781683, -10.233431 ]
atom 2103 [ -5.137834, 9.749310, -18.567362 ]
atom 2104 [ -5.164830, 9.919731, -17.582359 ]
atom 2105 [ -4.706743, 8.863818, -18.740749 ]
atom 2106 [ -4.578592, -7.499995, -27.864836 ]
atom 2107 [ -4.951809, -7.429811, -26.939751 ]
atom 2108 [ -4.193340, -6.618120, -28.136642 ]
atom 2109 [ -8.825393, -7.076744, -8.822515 ]
atom 2110 [ -8.314277, -6.725631, -8.037991 ]
atom 2111 [ -8.627952, -6.516326, -9.626847 ]
atom 2112 [ 7.305704, 3.858256, -11.097803 ]
atom 2113 [ 7.444833, 4.698408, -10.573601 ]
atom 2114 [ 7.405390, 3.067864, -10.493366 ]
atom 2115 [ -6.842841, -3.135213, -31.691715 ]
atom 2116 [ -6.973205, -2.364729, -31.067728 ]
atom 2117 [ -6.243216, -2.858303, -32.442562 ]
atom 2118 [ -11.041575, 9.039249, -32.242558 ]
atom 2119 [ -10.160857, 8.827139, -32.666050 ]
atom 2120 [ -11.656985, 8.257569, -32.343781 ]
atom 2121 [ 0.356774, 10.071233, -38.261166 ]
atom 2122 [ 1.354223, 10.135970, -38.291248 ]
atom 2123 [ -0.035342, 10.621121, -38.998638 ]
atom 2124 [ 0.047357, 6.178813, -41.941662 ]
atom 2125 [ 0.733349, 6.063975, -41.223171 ]
atom 2126 [ 0.241899, 7.012781, -42.458046 ]
atom 2127 [ 13.709867, -3.703419, -35.936897 ]
atom 2128 [ 13.259547, -4.405332, -35.385056 ]
atom 2129 [ 13.580874, -2.809038, -35.508591 ]
atom 2130 [ 0.915117, -3.244906, 40.214329 ]
atom 2131 [ 0.171578, -3.612859, 40.772682 ]
atom 2132 [ 0.868327, -2.246002, 40.213303 ]
atom 2133 [ 2.103290, -11.235842, -30.632595 ]
atom 2134 [ 2.643970, -11.539295, -29.848005 ]
atom 2135 [ 1.141268, -11.167898, -30.368214 ]
atom 2136 [ 1.036489, -14.958290, -29.230671 ]
atom 2137 [ 2.000163, -14.724803, -29.100994 ]
atom 2138 [ 0.492920, -14.549633, -28.497505 ]
atom 2139 [ -13.188425, -0.493495, -24.595657 ]
atom 2140 [ -13.960755, -1.127827, -24.629261 ]
atom 2141 [ -12.542550, -0.715701, -25.326048 ]
atom 2142 [ -9.239646, -1.267689, -19.121172 ]
atom 2143 [ -9.241304, -1.831689, -18.295399 ]
atom 2144 [ -10.179297, -1.020980, -19.358219 ]
atom 2145 [ -4.944985, 5.918825, 41.234039 ]
atom 2146 [ -4.849689, 5.995837, 40.241577 ]
atom 2147 [ -5.286817, 5.008248, 41.466423 ]
atom 2148 [ -0.857353, -7.416936, -11.925183 ]
atom 2149 [ -0.477382, -7.351977, -11.002468 ]
atom 2150 [ -1.819325, -7.684746, -11.871445 ]
atom 2151 [ 2.802476, -8.998495, -35.909084 ]
atom 2152 [ 3.077977, -9.097201, -34.952866 ]
atom 2153 [ 3.459110, -9.472426, -36.495785 ]
atom 2154 [ 0.279183, -0.607185, -29.473734 ]
atom 2155 [ 0.613170, -1.393753, -28.954346 ]
atom 2156 [ -0.367714, -0.088785, -28.914461 ]
atom 2157 [ 8.135104, 1.350945, -29.875814 ]
atom 2158 [ 7.615285, 0.789053, -30.519295 ]
atom 2159 [ 8.719946, 1.983966, -30.383007 ]
atom 2160 [ -12.512589, -0.520129, -17.150501 ]
atom 2161 [ -12.470447, 0.337679, -17.662741 ]
atom 2162 [ -12.106816, -0.388556, -16.246046 ]
atom 2163 [ 5.006806, 5.193536, -30.966740 ]
atom 2164 [ 5.848558, 5.324391, -31.490505 ]
atom 2165 [ 4.252684, 4.993492, -31.592264 ]
atom 2166 [ -0.394783, 9.889607, -23.938982 ]
atom 2167 [ -0.615352, 9.418527, -24.793049 ]
atom 2168 [ -0.394655, 10.877572, -24.093660 ]
atom 2169 [ -7.799360, 0.293746, -25.827589 ]
atom 2170 [ -7.894221, 0.752476, -26.711086 ]
atom 2171 [ -8.519658, -0.392950, -25.729509 ]
atom 2172 [ -2.248673, -5.538477, -32.038383 ]
atom 2173 [ -3.134053, -5.299966, -32.437401 ]
atom 2174 [ -2.223970, -5.245390, -31.082617 ]
atom 2175 [ 14.075870, -10.382024, -16.639580 ]
atom 2176 [ 14.084815, -11.065473, -17.369524 ]
atom 2177 [ 13.190596, -10.402133, -16.174946 ]
atom 2178 [ 4.754564, -10.866363, -10.053891 ]
atom 2179 [ 5.076078, -11.001681, -10.991077 ]
atom 2180 [ 4.481406, -9.912449, -9.929662 ]
atom 2181 [ 5.481981, 3.443409, 39.350510 ]
atom 2182 [ 5.985220, 3.596767, 38.500080 ]
atom 2183 [ 5.570722, 2.485117, 39.622173 ]
atom 2184 [ 1.454532, -2.611472, -27.665262 ]
atom 2185 [ 1.264804, -3.044469, -26.784060 ]
atom 2186 [ 1.874468, -3.278370, -28.280811 ]
atom 2187 [ 1.600735, -11.283698, 36.264259 ]
atom 2188 [ 2.448325, -11.452936, 35.761322 ]
atom 2189 [ 1.167543, -12.156129, 36.490555 ]
atom 2190 [ 11.889616, -1.776096, 38.050526 ]
atom 2191 [ 11.168064, -1.086055, 38.107151 ]
atom 2192 [ 12.660810, -1.499811, 38.624046 ]
atom 2193 [ -8.756639, 10.670182, 38.094372 ]
atom 2194 [ -7.889816, 10.236672, 38.340721 ]
atom 2195 [ -8.648359, 11.664187, 38.109463 ]
atom 2196 [ 4.161408, -1.563503, -26.279533 ]
atom 2197 [ 4.357019, -0.899257, -25.558065 ]
atom 2198 [ 3.382752, -1.247350, -26.821514 ]
atom 2199 [ -4.676068, -3.430307, -16.716858 ]
atom 2200 [ -5.363026, -2.815979, -17.105047 ]
atom 2201 [ -4.420198, -3.110355, -15.804630 ]
atom 2202 [ 13.258167, -5.158877, 42.573753 ]
atom 2203 [ 12.387424, -4.692267, 42.418568 ]
atom 2204 [ 13.972709, -4.721410, 42.027809 ]
atom 2205 [ 3.607352, -4.373079, -39.875957 ]
atom 2206 [ 3.679829, -3.721116, -39.121178 ]
atom 2207 [ 3.625436, -3.879637, -40.745548 ]
atom 2208 [ -2.061978, -13.283708, -24.783205 ]
atom 2209 [ -1.648896, -14.182213, -24.931700 ]
atom 2210 [ -3.058259, -13.367326, -24.803957 ]
atom 2211 [ 7.417634, -1.684324, -38.451962 ]
atom 2212 [ 7.708411, -0.940921, -37.849632 ]
atom 2213 [ 6.419304, -1.696473, -38.508427 ]
atom 2214 [ -7.634040, 11.081312, -33.124958 ]
atom 2215 [ -7.015889, 10.697354, -33.810863 ]
atom 2216 [ -7.300417, 11.980434, -32.841629 ]
atom 2217 [ -2.546154, -12.491395, -8.011446 ]
atom 2218 [ -3.067592, -12.429943, -7.160373 ]
atom 2219 [ -1.619887, -12.146060, -7.860535 ]
atom 2220 [ -14.878335, 13.883439, -13.692660 ]
atom 2221 [ -14.515419, 14.155806, -12.801533 ]
atom 2222 [ -14.523737, 12.980404, -13.935123 ]
atom 2223 [ 10.134314, 14.168029, -10.980951 ]
atom 2224 [ 10.452266, 13.236719, -10.803275 ]
atom 2225 [ 10.779518, 14.821683, -10.585416 ]
atom 2226 [ -6.331651, -14.088416, -11.082170 ]
atom 2227 [ -6.569958, -14.699230, -10.327111 ]
atom 2228 [ -5.375583, -13.808414, -10.995378 ]
atom 2229 [ -4.084676, -11.026975, -39.376865 ]
atom 2230 [ -3.182497, -11.454016, -39.437756 ]
atom 2231 [ -3.997500, -10.041479, -39.522465 ]
atom 2232 [ -13.785275, 6.615771, -30.167358 ]
atom 2233 [ -14.204955, 7.523333, -30.181540 ]
atom 2234 [ -14.485079, 5.927889, -29.974764 ]
atom 2235 [ 12.609384, -7.778618, -42.564671 ]
atom 2236 [ 12.663944, -8.085288, -41.614418 ]
atom 2237 [ 12.858053, -6.811477, -42.617611 ]
atom 2238 [ -6.074137, -12.347696, -38.362534 ]
atom 2239 [ -5.386336, -11.760489, -38.789284 ]
atom 2240 [ -5.826135, -13.306503, -38.501041 ]
atom 2241 [ -14.168086, 8.564984, -17.593271 ]
atom 2242 [ -13.552390, 7.788320, -17.726351 ]
atom 2243 [ -15.072552, 8.339166, -17.955139 ]
atom 2244 [ -11.487425, 7.411730, -27.718079 ]
atom 2245 [ -12.337436, 7.893544, -27.931004 ]
atom 2246 [ -11.670942, 6.692068, -27.048447 ]
atom 2247 [ 13.927698, 2.178611, -27.269865 ]
atom 2248 [ 13.355238, 2.971689, -27.061737 ]
atom 2249 [ 14.480818, 1.947509, -26.469460 ]
atom 2250 [ -4.704340, 5.654961, -38.400555 ]
atom 2251 [ -3.936471, 5.682457, -39.040569 ]
atom 2252 [ -5.531313, 5.368292, -38.884224 ]
atom 2253 [ 14.555737, 2.443341, -15.318058 ]
atom 2254 [ 14.120557, 3.310465, -15.560369 ]
atom 2255 [ 15.490559, 2.614960, -15.007165 ]
atom 2256 [ -6.867093, 14.215836, -38.304653 ]
atom 2257 [ -6.156540, 13.634562, -37.908127 ]
atom 2258 [ -6.632093, 14.429739, -39.252823 ]
atom 2259 [ 3.035355, -8.625935, -20.593657 ]
atom 2260 [ 2.482202, -8.782267, -19.775377 ]
atom 2261 [ 3.985728, -8.464472, -20.327721 ]
atom 2262 [ -13.123447, 13.380417, -37.002647 ]
atom 2263 [ -13.279314, 13.731477, -37.925934 ]
atom 2264 [ -12.235239, 13.698123, -36.670761 ]
atom 2265 [ -4.156984, -6.690340, -37.907120 ]
atom 2266 [ -3.215853, -6.632349, -37.574089 ]
atom 2267 [ -4.486186, -7.630006, -37.814091 ]
atom 2268 [ 9.753672, -4.148934, -32.792290 ]
atom 2269 [ 8.861564, -4.176951, -33.243244 ]
atom 2270 [ 10.108402, -5.079043, -32.697083 ]
atom 2271 [ -8.767096, -9.072248, -28.934484 ]
atom 2272 [ -8.736698, -8.077848, -28.833263 ]
atom 2273 [ -9.639435, -9.416162, -28.586998 ]
atom 2274 [ -9.185365, 0.795271, -16.366755 ]
atom 2275 [ -9.305982, 1.597821, -16.951017 ]
atom 2276 [ -8.721101, 0.074735, -16.881815 ]
atom 2277 [ 15.046848, -10.128732, -35.769081 ]
atom 2278 [ 14.737566, -11.067398, -35.616604 ]
atom 2279 [ 14.254592, -9.520492, -35.817806 ]
atom 2280 [ 7.230721, -13.840939, -7.621838 ]
atom 2281 [ 6.259932, -13.622837, -7.521842 ]
atom 2282 [ 7.621682, -14.040980, -6.723433 ]
atom 2283 [ -4.603674, 8.130190, -14.441988 ]
atom 2284 [ -4.006553, 8.121381, -13.639886 ]
atom 2285 [ -4.562732, 9.029117, -14.878169 ]
atom 2286 [ -14.694633, 0.939482, -38.465626 ]
atom 2287 [ -13.873702, 0.535365, -38.869061 ]
atom 2288 [ -15.272284, 1.314626, -39.190598 ]
atom 2289 [ -9.600157, -9.727170, -8.659538 ]
atom 2290 [ -10.482459, -9.983243, -8.264606 ]
atom 2291 [ -9.568642, -8.736308, -8.790685 ]
atom 2292 [ 6.891691, 1.170375, -19.744061 ]
atom 2293 [ 7.347929, 1.183964, -18.854307 ]
atom 2294 [ 7.577697, 1.202473, -20.470949 ]
atom 2295 [ -4.036855, -3.059680, 41.270187 ]
atom 2296 [ -4.338759, -2.439088, 40.546505 ]
atom 2297 [ -4.827290, -3.356475, 41.806030 ]
atom 2298 [ -7.967209, 6.701668, 39.775494 ]
atom 2299 [ -8.232767, 6.023059, 39.090679 ]
atom 2300 [ -7.423920, 6.259852, 40.489380 ]
atom 2301 [ 7.911343, 13.164230, -37.861691 ]
atom 2302 [ 8.660436, 12.722228, -37.368237 ]
atom 2303 [ 7.129687, 13.278226, -37.248486 ]
atom 2304 [ -14.313869, 7.167087, 40.748703 ]
atom 2305 [ -14.201544, 7.894449, 41.425705 ]
atom 2306 [ -13.948686, 6.311318, 41.115177 ]
atom 2307 [ -7.990379, -2.990566, -21.019829 ]
atom 2308 [ -8.725060, -2.559006, -20.496380 ]
atom 2309 [ -8.135004, -3.979756, -21.044073 ]
atom 2310 [ 4.050578, 12.420052, -19.578062 ]
atom 2311 [ 3.148512, 11.995686, -19.656738 ]
atom 2312 [ 4.300083, 12.837193, -20.451984 ]
atom 2313 [ 3.562147, -6.623541, -22.383711 ]
atom 2314 [ 3.492869, -7.055354, -21.484411 ]
atom 2315 [ 3.100332, -7.193274, -23.063513 ]
atom 2316 [ -13.231707, -1.832529, -35.430046 ]
atom 2317 [ -13.029278, -2.284348, -36.298885 ]
atom 2318 [ -13.773418, -1.009455, -35.600628 ]
atom 2319 [ 3.828009, -0.802985, -7.956508 ]
atom 2320 [ 4.260186, -1.573405, -7.487810 ]
atom 2321 [ 4.352135, -0.575609, -8.777234 ]
atom 2322 [ 10.279081, -9.111173, -31.786087 ]
atom 2323 [ 10.530203, -9.286065, -32.738113 ]
atom 2324 [ 9.290468, -9.215428, -31.677576 ]
atom 2325 [ 0.539953, 2.201435, -36.207954 ]
atom 2326 [ 0.630356, 1.324981, -36.680874 ]
atom 2327 [ 0.522938, 2.942299, -36.879395 ]
atom 2328 [ -12.466752, -1.355954, -30.469473 ]
atom 2329 [ -12.761344, -1.951998, -31.216431 ]
atom 2330 [ -12.654927, -0.403485, -30.709038 ]
atom 2331 [ -12.682158, 14.458228, -39.851074 ]
atom 2332 [ -13.275016, 15.119426, -40.310787 ]
atom 2333 [ -11.932732, 14.201687, -40.461441 ]
atom 2334 [ -13.139120, 13.648800, -26.750818 ]
atom 2335 [ -13.326099, 12.925926, -27.416021 ]
atom 2336 [ -12.338268, 13.401054, -26.205605 ]
atom 2337 [ 6.129246, -3.754305, 35.834358 ]
atom 2338 [ 7.083199, -4.054260, 35.833481 ]
atom 2339 [ 5.837260, -3.574390, 36.773708 ]
atom 2340 [ 11.281153, 8.486252, -21.304104 ]
atom 2341 [ 10.723927, 9.305951, -21.436747 ]
atom 2342 [ 10.688245, 7.681583, -21.272970 ]
atom 2343 [ -13.239124, 9.757582, 38.843979 ]
atom 2344 [ -14.223392, 9.784991, 38.669437 ]
atom 2345 [ -12.796638, 9.170295, 38.166260 ]
atom 2346 [ 1.600711, 5.595525, -29.245100 ]
atom 2347 [ 1.488770, 5.638508, -30.237885 ]
atom 2348 [ 2.571904, 5.661121, -29.016012 ]
atom 2349 [ 7.020342, -6.637331, -39.152920 ]
atom 2350 [ 7.339654, -5.698168, -39.026371 ]
atom 2351 [ 6.026150, -6.668130, -39.049797 ]
atom 2352 [ -6.841738, -12.466667, 36.220345 ]
atom 2353 [ -6.957279, -13.301022, 36.759327 ]
atom 2354 [ -6.881221, -11.671122, 36.824947 ]
atom 2355 [ 12.782195, 2.971558, 38.634720 ]
atom 2356 [ 13.390531, 3.049948, 37.844917 ]
atom 2357 [ 12.099195, 3.701292, 38.603119 ]
atom 2358 [ -7.141103, 6.856979, -14.061167 ]
atom 2359 [ -6.558660, 7.445631, -14.621746 ]
atom 2360 [ -6.837238, 6.896551, -13.109274 ]
atom 2361 [ -2.970627, 6.764452, -32.102249 ]
atom 2362 [ -3.719298, 6.279798, -31.649920 ]
atom 2363 [ -2.579330, 7.435508, -31.472513 ]
atom 2364 [ 7.426826, -10.932817, 35.044132 ]
atom 2365 [ 8.028024, -11.705987, 35.246044 ]
atom 2366 [ 7.765476, -10.116274, 35.511650 ]
atom 2367 [ -9.368410, 0.871510, 39.001575 ]
atom 2368 [ -9.226810, 0.939742, 39.989147 ]
atom 2369 [ -8.634026, 0.327004, 38.596371 ]
atom 2370 [ 5.706952, 7.284275, -12.408553 ]
atom 2371 [ 5.083134, 7.669792, -11.728680 ]
atom 2372 [ 5.256640, 6.528007, -12.883187 ]
atom 2373 [ 13.257085, -1.035784, -26.807844 ]
atom 2374 [ 13.275594, -0.350570, -26.079737 ]
atom 2375 [ 14.146815, -1.489085, -26.861671 ]
atom 2376 [ 7.424894, -9.924500, -31.719204 ]
atom 2377 [ 7.853515, -10.810935, -31.893900 ]
atom 2378 [ 6.881162, -9.976457, -30.881556 ]
atom 2379 [ -11.986130, 6.867516, -35.525490 ]
atom 2380 [ -12.175350, 7.047598, -34.560211 ]
atom 2381 [ -11.433598, 6.038094, -35.607765 ]
atom 2382 [ 2.162419, -13.833856, -8.948905 ]
atom 2383 [ 1.388337, -14.353420, -8.587173 ]
atom 2384 [ 1.933907, -13.484495, -9.857602 ]
atom 2385 [ -14.173913, -11.331055, 38.954777 ]
atom 2386 [ -14.066151, -10.569657, 39.594044 ]
atom 2387 [ -14.244751, -10.976140, 38.022564 ]
atom 2388 [ -3.297442, 7.223080, -26.542410 ]
atom 2389 [ -3.366739, 6.225665, -26.561434 ]
atom 2390 [ -3.880133, 7.611378, -27.256340 ]
atom 2391 [ -2.883715, 2.366568, -12.065866 ]
atom 2392 [ -2.130291, 2.605993, -12.678262 ]
atom 2393 [ -3.689365, 2.910731, -12.299993 ]
atom 2394 [ 1.931025, -3.454149, -18.635775 ]
atom 2395 [ 1.250360, -2.876470, -19.086309 ]
atom 2396 [ 2.401318, -2.925762, -17.928928 ]
atom 2397 [ 3.223072, -3.295545, 33.211601 ]
atom 2398 [ 2.763350, -3.976747, 32.641846 ]
atom 2399 [ 3.238877, -3.610577, 34.160549 ]
atom 2400 [ 6.802391, 13.699888, -14.147879 ]
atom 2401 [ 7.763236, 13.661558, -13.873459 ]
atom 2402 [ 6.713302, 13.388823, -15.094082 ]
atom 2403 [ -3.705197, 14.356407, -24.738548 ]
atom 2404 [ -4.504998, 14.896849, -24.999779 ]
atom 2405 [ -3.800084, 14.058306, -23.788742 ]
atom 2406 [ -5.126400, 10.777232, -21.207727 ]
atom 2407 [ -5.122078, 10.406060, -20.279173 ]
atom 2408 [ -4.224030, 10.653245, -21.620470 ]
atom 2409 [ 2.639858, 12.676189, -41.765938 ]
atom 2410 [ 1.994715, 12.073321, -42.235340 ]
atom 2411 [ 2.579972, 13.595687, -42.154446 ]
atom 2412 [ -3.423975, -14.330194, 39.130119 ]
atom 2413 [ -3.255442, -13.838981, 38.275539 ]
atom 2414 [ -4.328830, -14.088560, 39.480618 ]
atom 2415 [ 4.154317, -7.199337, -16.316931 ]
atom 2416 [ 3.238133, -7.576621, -16.452080 ]
atom 2417 [ 4.469085, -6.775902, -17.166416 ]
atom 2418 [ 4.460664, -5.280256, -12.288205 ]
atom 2419 [ 4.598156, -5.290701, -13.278653 ]
atom 2420 [ 3.665668, -4.715029, -12.067978 ]
atom 2421 [ 10.965739, -7.701537, -16.427437 ]
atom 2422 [ 11.023448, -6.788714, -16.023180 ]
atom 2423 [ 10.635667, -8.349738, -15.741224 ]
atom 2424 [ 2.305535, 12.137259, -23.377125 ]
atom 2425 [ 2.664640, 11.216465, -23.529387 ]
atom 2426 [ 1.307883, 12.100618, -23.319267 ]
atom 2427 [ -11.473136, -10.161917, -13.268208 ]
atom 2428 [ -11.789915, -9.314110, -12.842916 ]
atom 2429 [ -10.837379, -10.626688, -12.651928 ]
atom 2430 [ -4.649085, -5.842593, -32.951389 ]
atom 2431 [ -4.738338, -6.359732, -33.802624 ]
atom 2432 [ -5.433544, -6.033766, -32.361408 ]
atom 2433 [ -13.239788, -9.140634, -11.042514 ]
atom 2434 [ -13.663861, -8.955591, -11.929035 ]
atom 2435 [ -13.558532, -8.468876, -10.373825 ]
atom 2436 [ -7.985399, -12.312159, -41.241795 ]
atom 2437 [ -8.056455, -12.206016, -40.249985 ]
atom 2438 [ -8.888001, -12.516500, -41.620678 ]
atom 2439 [ 4.118811, -3.156213, -37.731853 ]
atom 2440 [ 3.427304, -3.237704, -37.014095 ]
atom 2441 [ 4.659665, -2.328691, -37.581238 ]
atom 2442 [ -10.824689, -5.236763, 38.798065 ]
atom 2443 [ -10.733624, -4.551425, 39.520573 ]
atom 2444 [ -10.076164, -5.896186, 38.867863 ]
atom 2445 [ 14.133399, -11.490983, -12.563790 ]
atom 2446 [ 14.104403, -12.481763, -12.431448 ]
atom 2447 [ 14.885398, -11.258969, -13.180773 ]
atom 2448 [ -11.255907, -2.529071, -37.547619 ]
atom 2449 [ -10.531315, -2.574379, -38.235306 ]
atom 2450 [ -10.956770, -2.998374, -36.716793 ]
atom 2451 [ -8.721959, 7.572650, -19.307381 ]
atom 2452 [ -8.839740, 7.082464, -20.171005 ]
atom 2453 [ -9.365852, 8.336714, -19.267275 ]
atom 2454 [ -4.193629, -10.928790, 40.194393 ]
atom 2455 [ -4.500174, -11.354611, 39.343098 ]
atom 2456 [ -3.725817, -10.069478, 39.987667 ]
atom 2457 [ -8.300636, 11.603949, -37.518215 ]
atom 2458 [ -8.354840, 11.835144, -38.489613 ]
atom 2459 [ -7.583198, 10.921692, -37.377480 ]
atom 2460 [ 10.971030, -2.967323, -19.421278 ]
atom 2461 [ 10.696057, -3.361480, -20.298222 ]
atom 2462 [ 11.829740, -3.384104, -19.123096 ]
atom 2463 [ -2.890233, -11.158572, -12.067533 ]
atom 2464 [ -2.048377, -11.082965, -11.533153 ]
atom 2465 [ -3.661696, -10.830478, -11.522373 ]
atom 2466 [ 5.731308, 8.592625, -30.591555 ]
atom 2467 [ 5.140796, 8.116768, -31.243362 ]
atom 2468 [ 5.366006, 9.506947, -30.416714 ]
atom 2469 [ 12.821115, 12.160219, -31.163523 ]
atom 2470 [ 13.491279, 11.571675, -30.711308 ]
atom 2471 [ 12.097872, 11.596514, -31.562464 ]
atom 2472 [ 9.170577, -12.061934, -26.476576 ]
atom 2473 [ 9.679331, -12.112529, -27.336000 ]
atom 2474 [ 8.781034, -12.958670, -26.266525 ]
atom 2475 [ 0.379976, -1.554423, -19.945963 ]
atom 2476 [ -0.523328, -1.678144, -20.356737 ]
atom 2477 [ 0.559517, -0.578352, -19.823286 ]
atom 2478 [ 10.356853, 13.181452, -16.674433 ]
atom 2479 [ 10.582472, 13.482278, -15.747826 ]
atom 2480 [ 9.501751, 13.610638, -16.965296 ]
atom 2481 [ 11.235290, -3.335364, -40.147339 ]
atom 2482 [ 11.398421, -4.206129, -39.683491 ]
atom 2483 [ 10.290386, -3.303109, -40.473095 ]
atom 2484 [ 3.362449, 9.111635, 40.545425 ]
atom 2485 [ 3.131291, 8.261197, 41.017998 ]
atom 2486 [ 2.971922, 9.098241, 39.624931 ]
atom 2487 [ 10.445599, -12.875521, -16.920155 ]
